Symbol,Company Name,Industry,Market Cap
SSNT,SilverSun Technologies,Software,19.98M
SSP,The E.W. Scripps Company,Media,1.62B
SSRM,SSR Mining,Metals &amp; Mining,3.64B
SSSS,SuRo Capital,Capital Markets,372.80M
SSTI,ShotSpotter,Software,298.79M
SSTK,Shutterstock,Internet &amp; Direct Marketing Retail,3.31B
SSU,SIGNA Sports United,Specialty Retail,362.68M
SSY,SunLink Health Systems,Health Care Providers &amp; Services,9.04M
SSYS,Stratasys,"Technology Hardware, Storage &amp; Periph...",1.43B
ST,Sensata Technologies Holding,Electrical Equipment,9.31B
STAA,STAAR Surgical Company,Health Care Equipment &amp; Supplies,3.41B
STAB,Statera Biopharma,Biotechnology,53.95M
STAF,Staffing 360 Solutions,Professional Services,13.97M
STAG,Stag Industrial,"Equity Real Estate 
Investment Trusts...",7.39B
STAR,iStar,"Equity Real Estate 
Investment Trusts...",1.56B
STBA,S&amp;T Bancorp,Banks,1.26B
STC,Stewart Information Services,Insurance,1.85B
STCN,Steel Connect,IT Services,74.34M
STE,Steris,Health Care Equipment &amp; Supplies,22.77B
STEM,"Stem, Inc.",Software-Infrastructure,1.81B
STEP,StepStone Group,Asset Management,1.97B
STER,Sterling Check,Software-Infrastructure,1.74B
STFC,State Auto Financial,Insurance,2.29B
STG,Sunlands Technology Group,Diversified Consumer Services,82.50M
STGW,Stagwell,Advertising Agencies,787.89M
STIM,Neuronetics,Health Care Equipment &amp; Supplies,93.87M
STKL,SunOpta,Food Products,542.57M
STKS,The ONE Group Hospitality,"Hotels, Restaurants &amp; Leisure",380.15M
STL,Sterling Bancorp,Banks,5.36B
STLA,Stellantis,Automobiles,63.40B
STLD,Steel Dynamics,Metals &amp; Mining,10.41B
STM,STMicroelectronics,Semiconductors &amp; Semiconductor Equipment,41.71B
STN,Stantec,Professional Services,5.83B
STNE,StoneCo,IT Services,4.47B
STNG,Scorpio Tankers,"Oil, Gas &amp; Consumable Fuels",688.18M
STOK,Stoke Therapeutics,Biotechnology,667.89M
STON,StoneMor,Diversified Consumer Services,277.44M
STOR,STORE Capital,"Equity Real Estate 
Investment Trusts...",8.33B
STRA,Strategic Education,Diversified Consumer Services,1.35B
STRC,Sarcos Technology &amp; Robotics,Computer Hardware,1.11B
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,340.75M
STRL,Sterling Construction Company,Construction &amp; Engineering,783.04M
STRM,Streamline Health Solutions,Health Care Technology,64.74M
STRN,Stran &amp; Company,Advertising Agencies,83.82M
STRO,Sutro Biopharma,Biotechnology,465.94M
STRR,Star Equity Holdings,Diagnostics &amp; Research,7.21M
STRS,Stratus Properties,Real Estate Management &amp; Development,275.39M
STRT,STRATTEC Security,Auto Components,163.21M
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,144.40M
STT,State Street,Capital Markets,33.30B
STTK,Shattuck Labs,Biotechnology,294.04M
STVN,Stevanato Group S.p.A.,Medical Instruments &amp; Supplies,4.88B
STWD,Starwood Property Trust,"Mortgage Real Estate Investment 
Trus...",7.33B
STX,Seagate Technology Holdings,"Technology Hardware, Storage &amp; Periph...",21.27B
STXB,Spirit of Texas Bancshares,Banks,489.03M
STXS,Stereotaxis,Health Care Equipment &amp; Supplies,384.09M
STZ,Constellation Brands,Beverages,45.33B
SU,Suncor Energy,"Oil, Gas &amp; Consumable Fuels",39.72B
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,410.89M
SUI,Sun Communities,"Equity Real Estate 
Investment Trusts...",21.84B
SUM,Summit Materials,Construction Materials,4.09B
SUMO,Sumo Logic,Software,1.24B
SUMR,Summer Infant,Leisure Products,21.74M
SUN,Sunoco LP,"Oil, Gas &amp; Consumable Fuels",3.58B
SUNL,Sunlight Financial Holdings,Credit Services,255.29M
SUNS,SLR Senior Investment,Capital Markets,222.60M
SUNW,Sunworks,Electrical Equipment,62.82M
SUP,Superior Industries International,Auto Components,108.84M
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1.58B
SUPV,Grupo Supervielle,Banks,341.66M
SURF,Surface Oncology,Biotechnology,171.62M
SURG,SurgePays,Wireless Telecommunication Services,36.98M
SUZ,Suzano,Paper &amp; Forest Products,15.01B
SV,Spring Valley Acquisition,Blank Check / SPAC,287.21M
SVC,Service Properties Trust,"Equity Real Estate 
Investment Trusts...",1.43B
SVFA,SVF Investment,Shell Companies,735.82M
SVFB,SVF Investment 2,Blank Check / SPAC,287.43M
SVFC,SVF Investment 3,Shell Companies,404.24M
SVFD,Save Foods,Agricultural Inputs,14.59M
SVM,Silvercorp Metals,Metals &amp; Mining,629.76M
SVNA,7 Acquisition,Blank Check / SPAC,246.75M
SVRA,Savara,Biotechnology,130.95M
SVT,Servotronics,Electrical Equipment,35.36M
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,27.71M
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,246.25M
SWAV,ShockWave Medical,Health Care Equipment &amp; Supplies,4.75B
SWBI,Smith &amp; Wesson Brands,Leisure Products,784.79M
SWCH,Switch,IT Services,5.99B
SWET,Athlon Acquisition,Blank Check / SPAC,336.20M
SWI,SolarWinds,Software,2.13B
SWIM,Latham Group,Building Products &amp; Equipment,1.95B
SWIR,Sierra Wireless,Communications Equipment,550.52M
SWK,Stanley Black &amp; Decker,Machinery,28.63B
SWKH,SWK Holdings,Diversified Financial Services,242.87M
SWKS,Skyworks Solutions,Semiconductors &amp; Semiconductor Equipment,23.14B
SWM,Schweitzer-Mauduit International,Paper &amp; Forest Products,929.28M
SWN,Southwestern Energy Company,"Oil, Gas &amp; Consumable Fuels",4.49B
SWSS,Springwater Special Situations,Blank Check / SPAC,193.55M
SWTX,Springworks Therapeutics,Biotechnology,2.67B
SWX,Southwest Gas Holdings,Gas Utilities,3.85B
SXC,SunCoke Energy,Metals &amp; Mining,562.46M
SXI,Standex International,Machinery,1.25B
SXT,Sensient Technologies,Chemicals,3.74B
SXTC,China SXT Pharmaceuticals,Personal Products,3.33M
SY,So-Young International,Interactive Media &amp; Services,293.60M
SYBT,Stock Yards Bancorp,Banks,1.63B
SYBX,Synlogic,Biotechnology,115.02M
SYF,Synchrony Financial,Consumer Finance,24.31B
SYK,Stryker,Health Care Equipment &amp; Supplies,96.08B
SYN,Synthetic Biologics,Biotechnology,33.09M
SYNA,Synaptics,Semiconductors &amp; Semiconductor Equipment,7.76B
SYNH,Syneos Health,Life Sciences Tools &amp; Services,8.94B
SYNL,Synalloy,Metals &amp; Mining,162.21M
SYPR,Sypris Solutions,Auto Components,46.98M
SYRS,Syros Pharmaceuticals,Biotechnology,135.04M
SYTA,Siyata Mobile,Communications Equipment,17.05M
SYY,Sysco,Food &amp; Staples Retailing,39.68B
T,"AT&amp;T, Inc.",Diversified Telecommunication Services,190.02B
TA,TravelCenters of America,Specialty Retail,618.17M
TAC,TransAlta,Independent Power and Renewable Elect...,2.89B
TACA,Trepont Acquisition I,Blank Check / SPAC,286.92M
TACO,Del Taco Restaurants,"Hotels, Restaurants &amp; Leisure",453.45M
TACT,TransAct Technologies,"Technology Hardware, Storage &amp; Periph...",86.35M
TAIT,Taitron Components,"Electronic Equipment, Instruments &amp; C...",21.06M
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,45.67B
TAL,TAL Education Group,Diversified Consumer Services,2.15B
TALK,Talkspace,Medical Care Facilities,222.37M
TALO,Talos Energy,"Oil, Gas &amp; Consumable Fuels",800.80M
TALS,Talaris Therapeutics,Biotechnology,384.24M
TANH,Tantech Holdings,Chemicals,18.68M
TAOP,Taoping,IT Services,25.13M
TAP,Molson Coors Beverage Company,Beverages,10.57B
TARA,Protara Therapeutics,Biotechnology,59.21M
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1.74B
TARS,Tarsus Pharmaceuticals,Biotechnology,359.37M
TASK,TaskUs,Information Technology Services,2.80B
TAST,Carrols Restaurant Group,"Hotels, Restaurants &amp; Leisure",132.29M
TATT,TAT Technologies,Aerospace &amp; Defense,57.63M
TAYD,Taylor Devices,Machinery,36.30M
TBBK,The Bancorp,Banks,1.63B
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,513.29M
TBI,TrueBlue,Professional Services,952.30M
TBK,Triumph Bancorp,Banks,2.43B
TBLA,Taboola.com,Internet Content &amp; Information,1.30B
TBLD,Thornburg Income Builder Opportunities Trust,n/a,608.91M
TBLT,Toughbuilt Industries,"Textiles, Apparel &amp; Luxury Goods",34.95M
TBNK,Territorial Bancorp,Thrifts &amp; Mortgage Finance,227.69M
TBPH,Theravance Biopharma,Pharmaceuticals,618.33M
TBSA,TB SA Acquisition,Blank Check / SPAC,242.25M
TC,TuanChe,Internet Content &amp; Information,50.54M
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,245.50M
TCBC,TC Bancshares,Banks-Regional,67.45M
TCBI,Texas Capital Bancshares,Banks,3.19B
TCBK,TriCo Bancshares,Banks,1.29B
TCBS,Texas Community Bancshares,Banks-Regional,48.42M
TCBX,Third Coast Bancshares,Banks-Regional,325.22M
TCDA,Tricida,Pharmaceuticals,488.07M
TCFC,The Community Financial Corporation,Banks,225.00M
TCI,Transcontinental Realty Investors,Real Estate Management &amp; Development,333.22M
TCMD,Tactile Systems Technology,Health Care Equipment &amp; Supplies,308.64M
TCN,Tricon Residential,Real Estate Services,0.00
TCOM,Trip.com Group,Internet &amp; Direct Marketing Retail,16.96B
TCON,TRACON Pharmaceuticals,Biotechnology,41.42M
TCPC,Blackrock TCP Capital,Capital Markets,764.26M
TCRR,TCR2 Therapeutics,Biotechnology,132.62M
TCRX,TScan Therapeutics,Biotechnology,109.57M
TCS,The Container Store Group,Specialty Retail,495.83M
TCVA,TCV Acquisition,Blank Check / SPAC,493.11M
TCX,Tucows,IT Services,845.16M
TD,The Toronto-Dominion Bank,Banks,146.38B
TDC,Teradata,Software,4.27B
TDCX,"TDCX, Inc.",Specialty Business Services,1.79B
TDG,TransDigm Group,Aerospace &amp; Defense,34.07B
TDOC,Teladoc Health,Health Care Technology,11.67B
TDS,Telephone &amp; Data Systems,Wireless Telecommunication Services,2.22B
TDUP,ThredUp,Internet Retail,883.28M
TDW,Tidewater,Energy Equipment &amp; Services,514.34M
TDY,Teledyne Technologies,Aerospace &amp; Defense,19.33B
TEAM,Atlassian,Software,71.53B
TECH,Bio-Techne,Life Sciences Tools &amp; Services,14.43B
TECK,Teck Resources,Metals &amp; Mining,17.48B
TEDU,Tarena International,Diversified Consumer Services,20.94M
TEF,Telefonica,Diversified Telecommunication Services,25.82B
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,305.94M
TEL,TE Connectivity,"Electronic Equipment, Instruments &amp; C...",49.19B
TELA,TELA Bio,Health Care Equipment &amp; Supplies,174.19M
TELL,Tellurian,"Oil, Gas &amp; Consumable Fuels",1.27B
TEN,Tenneco,Auto Components,862.19M
TENB,Tenable Holdings,Software,5.12B
TENX,Tenax Therapeutics,Biotechnology,16.29M
TEO,Telecom Argentina,Diversified Telecommunication Services,2.12B
TER,Teradyne,Semiconductors &amp; Semiconductor Equipment,23.37B
TERN,Terns Pharmaceuticals,Biotechnology,145.79M
TESS,TESSCO Technologies,Communications Equipment,51.65M
TETC,Tech &amp; Energy Transition,Blank Check / SPAC,466.81M
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,9.85B
TEX,Terex,Machinery,2.92B
TFC,Truist Financial,Banks,81.62B
TFFP,TFF Pharmaceuticals,Pharmaceuticals,163.39M
TFII,TFI International,Road &amp; Rail,9.06B
TFSL,TFS Financial,Thrifts &amp; Mortgage Finance,4.94B
TFX,Teleflex,Health Care Equipment &amp; Supplies,15.14B
TG,Tredegar,Chemicals,382.30M
TGA,TransGlobe Energy,"Oil, Gas &amp; Consumable Fuels",218.15M
TGB,Taseko Mines,Metals &amp; Mining,556.41M
TGH,Textainer Group Holdings,Trading Companies &amp; Distributors,1.81B
TGI,Triumph Group,Aerospace &amp; Defense,1.20B
TGLS,Tecnoglass,Construction Materials,921.55M
TGNA,Tegna,Media,4.35B
TGS,Transportadora de Gas del Sur,"Oil, Gas &amp; Consumable Fuels",653.40M
TGT,Target,Multiline Retail,104.09B
TGTX,TG Therapeutics,Biotechnology,1.94B
TGVC,TG Venture Acquisition,Blank Check / SPAC,141.72M
TH,Target Hospitality,"Hotels, Restaurants &amp; Leisure",326.90M
THAC,Thrive Acquisition,Blank Check / SPAC,185.63M
THC,Tenet Healthcare,Health Care Providers &amp; Services,8.14B
THCA,Tuscan Holdings II,Shell Companies,175.05M
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,279.00M
THFF,First Financial,Banks,571.90M
THG,The Hanover Insurance Group,Insurance,4.73B
THM,International Tower Hill Mines,Metals &amp; Mining,159.82M
THMO,ThermoGenesis Holdings,Health Care Equipment &amp; Supplies,11.82M
THO,Thor Industries,Automobiles,4.86B
THR,Thermon Group Holdings,Electrical Equipment,578.48M
THRM,Gentherm,Auto Components,3.08B
THRN,Thorne HealthTech,Packaged Foods,263.78M
THRX,Theseus Pharmaceuticals,Biotechnology,385.48M
THRY,Thryv Holdings,Media,1.07B
THS,TreeHouse Foods,Food Products,2.27B
THTX,Theratechnologies,Biotechnology,276.16M
TIG,Trean Insurance Group,Biotechnology,393.02M
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2.67B
TIGR,UP Fintech Holding,Capital Markets,764.79M
TIL,Instil Bio,Biotechnology,1.64B
TILE,Interface,Commercial Services &amp; Supplies,778.93M
TIMB,TIM S.A.,Telecom Services,5.75B
TINV,Tiga Acquisition,Blank Check / SPAC,350.17M
TIOA,Tio Tech A,Blank Check / SPAC,418.74M
TIPT,Tiptree,Insurance,433.58M
TIRX,Tian Ruixiang Holdings,Insurance Brokers,15.84M
TISI,"Team, Inc.",Commercial Services &amp; Supplies,19.71M
TITN,Titan Machinery,Trading Companies &amp; Distributors,678.40M
TIVC,Tivic Health Systems,Medical Devices,24.77M
TIXT,TELUS International,Software-Infrastructure,7.28B
TJX,The TJX Companies,Specialty Retail,80.47B
TK,Teekay,"Oil, Gas &amp; Consumable Fuels",324.01M
TKAT,Takung Art Co.,Interactive Media &amp; Services,40.34M
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2.99B
TKLF,Yoshitsu ,Household &amp; Personal Products,983.83M
TKNO,Alpha Teknova,Drug Manufacturers-Specialty &amp; Generic,449.31M
TKR,The Timken Company,Machinery,5.21B
TLGA,TLG Acquisition One,Blank Check / SPAC,485.00M
TLIS,Talis Biomedical,Medical Devices,75.71M
TLK,Telkom Indonesia,Diversified Telecommunication Services,29.87B
TLMD,SOC Telemed,Medical Care Facilities,64.92M
TLRY,Tilray,Pharmaceuticals,2.70B
TLS,Telos,Software,849.13M
TLSA,Tiziana Life Sciences,Biotechnology,78.11M
TLYS,Tilly's,Specialty Retail,372.52M
TM,Toyota Motor,Automobiles,276.95B
TMAC,The Music Acquisition,Blank Check / SPAC,279.68M
TMBR,Timber Pharmaceuticals,Biotechnology,19.08M
TMC,TMC the metals company,Other Industrial Metals &amp; Mining,308.60M
TMCI,Treace Medical Concepts,Medical Devices,984.22M
TMDI,Titan Medical,Health Care Equipment &amp; Supplies,65.45M
TMDX,TransMedics Group,Health Care Equipment &amp; Supplies,406.25M
TME,Tencent Music Entertainment Group,Entertainment,10.82B
TMHC,Taylor Morrison Home,Household Durables,3.64B
TMKR,Tastemaker Acquisition,Blank Check / SPAC,338.79M
TMO,Thermo Fisher Scientific,Life Sciences Tools &amp; Services,228.68B
TMP,Tompkins Financial,Banks,1.19B
TMPM,Turmeric Acquisition,Blank Check / SPAC,123.82M
TMQ,Trilogy Metals,Metals &amp; Mining,223.90M
TMST,TimkenSteel,Metals &amp; Mining,616.88M
TMUS,T-Mobile US,Wireless Telecommunication Services,126.93B
TMX,Terminix Global Holdings,Personal Services,5.15B
TNC,Tennant Company,Machinery,1.43B
TNDM,Tandem Diabetes Care,Health Care Equipment &amp; Supplies,7.84B
TNET,TriNet Group,Professional Services,5.46B
TNGX,Tango Therapeutics,Biotechnology,726.64M
TNK,Teekay Tankers,"Oil, Gas &amp; Consumable Fuels",354.10M
TNL,Travel + Leisure Co.,"Hotels, Restaurants &amp; Leisure",4.63B
TNP,Tsakos Energy Navigation,"Oil, Gas &amp; Consumable Fuels",166.27M
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,116.12M
TNYA,Tenaya Therapeutics,Biotechnology,392.58M
TOAC,Talon 1 Acquisition,Blank Check / SPAC,248.50M
TOI,The Oncology Institute,Medical Care Facilities,173.36M
TOL,Toll Brothers,Household Durables,6.91B
TOMZ,TOMI Environmental Solutions,Commercial Services &amp; Supplies,20.67M
TOPS,Top Ships,"Oil, Gas &amp; Consumable Fuels",33.36M
TOST,Toast,Software-Infrastructure,11.39B
TOUR,Tuniu,"Hotels, Restaurants &amp; Leisure",164.27M
TOWN,TowneBank,Banks,2.32B
TPB,Turning Point Brands,Tobacco,651.13M
TPBA,TPB Acquisition I,Blank Check / SPAC,218.68M
TPC,Tutor Perini,Construction &amp; Engineering,584.78M
TPG,TPG Inc.,Asset Management,2.30B
TPGY,TPG Pace Beneficial Finance,Shell Companies,430.06M
TPH,TRI Pointe Homes,Household Durables,2.69B
TPHS,Trinity Place Holdings,Real Estate Management &amp; Development,62.29M
TPIC,TPI Composites,Electrical Equipment,451.89M
TPL,Texas Pacific Land,"Oil, Gas &amp; Consumable Fuels",7.77B
TPR,Tapestry,"Textiles, Apparel &amp; Luxury Goods",10.06B
TPST,Tempest Therapeutics,Biotechnology,25.22M
TPTX,Turning Point Therapeutics,Biotechnology,1.78B
TPVG,TriplePoint Venture Growth BDC,Capital Markets,502.25M
TPX,Tempur Sealy International,Household Durables,7.45B
TR,Tootsie Roll Industries,Food Products,2.30B
TRAQ,Trine II Acquisition,Blank Check / SPAC,428.91M
TRC,Tejon Ranch Company,Real Estate Management &amp; Development,440.21M
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,258.64M
TRDA,Entrada Therapeutics,Biotechnology,241.79M
TREB,Trebia Acquisition,Blank Check / SPAC,566.66M
TREC,Trecora Resources,Chemicals,195.95M
TREE,LendingTree,Thrifts &amp; Mortgage Finance,1.71B
TREX,Trex Company,Building Products,10.75B
TRGP,Targa Resources,"Oil, Gas &amp; Consumable Fuels",12.70B
TRHC,Tabula Rasa HealthCare,Health Care Technology,359.80M
TRI,Thomson Reuters,Professional Services,51.91B
TRIB,Trinity Biotech,Health Care Equipment &amp; Supplies,27.38M
TRIN,Trinity Capital,Asset Management,473.67M
TRIP,TripAdvisor,Interactive Media &amp; Services,3.80B
TRIS,Tristar Acquisition I,Blank Check / SPAC,243.25M
TRIT,Triterras,Information Technology Services,151.42M
TRKA,Troika Media Group,Advertising Agencies,50.21M
TRMB,Trimble,"Electronic Equipment, Instruments &amp; C...",17.73B
TRMD,Torm PLC,Oil &amp; Gas Midstream,567.20M
TRMK,Trustmark,Banks,2.05B
TRMR,Tremor International,Advertising Agencies,1.08B
TRN,Trinity Industries,Machinery,2.44B
TRNO,Terreno Realty,"Equity Real Estate 
Investment Trusts...",5.49B
TRNS,Transcat,Trading Companies &amp; Distributors,672.86M
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,228.48M
TROO,TROOPS,Software-Application,686.65M
TROW,T. Rowe Price Group,Capital Markets,36.60B
TROX,Tronox Holdings,Chemicals,3.48B
TRP,TC Energy,"Oil, Gas &amp; Consumable Fuels",49.50B
TRQ,Turquoise Hill Resources,Metals &amp; Mining,3.13B
TRS,TriMas,Machinery,1.45B
TRST,TrustCo Bank Corp NY,Thrifts &amp; Mortgage Finance,644.97M
TRT,Trio-Tech International,Semiconductors &amp; Semiconductor Equipment,24.85M
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,362.25M
TRTN,Triton International,Trading Companies &amp; Distributors,4.00B
TRTX,TPG RE Finance Trust,"Mortgage Real Estate Investment 
Trus...",943.84M
TRU,TransUnion,Professional Services,19.51B
TRUE,TrueCar,Interactive Media &amp; Services,302.15M
TRUP,Trupanion,Insurance,3.75B
TRV,The Travelers Companies,Insurance,40.00B
TRVG,Trivago,Interactive Media &amp; Services,773.82M
TRVI,Trevi Therapeutics,Pharmaceuticals,17.23M
TRVN,Trevena,Biotechnology,85.22M
TRX,Tanzanian Gold,Metals &amp; Mining,104.03M
TS,Tenaris,Energy Equipment &amp; Services,13.84B
TSAT,Telesat,Communication Equipment,276.37M
TSBK,Timberland Bancorp,Thrifts &amp; Mortgage Finance,240.37M
TSC,TriState Capital Holdings,Banks,984.35M
TSCO,Tractor Supply Company,Specialty Retail,23.80B
TSE,Trinseo,Chemicals,2.10B
TSEM,Tower Semiconductor,Semiconductors &amp; Semiconductor Equipment,4.08B
TSHA,Taysha Gene Therapies,Biotechnology,305.10M
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,365.25M
TSLA,Tesla,Automobiles,947.92B
TSLX,Sixth Street Specialty Lending,Capital Markets,1.71B
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors &amp; Semiconductor Equipment,645.81B
TSN,Tyson Foods,Food Products,32.65B
TSP,TuSimple Holdings,Trucking,4.04B
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,562.66M
TSQ,Townsquare Media,Media,200.88M
TSRI,"TSR, Inc.",IT Services,21.98M
TSVT,2seventy bio,Drug Manufacturers-General,469.02M
TT,Trane Technologies,Building Products,41.56B
TTC,The Toro Company,Machinery,9.76B
TTCF,Tattooed Chef,Packaged Foods,1.03B
TTD,The Trade Desk,Software,28.57B
TTE,TotalEnergies SE,"Oil, Gas &amp; Consumable Fuels",146.14B
TTEC,TTEC Holdings,IT Services,3.60B
TTEK,Tetra Tech,Commercial Services &amp; Supplies,7.54B
TTGT,TechTarget,Media,2.29B
TTI,TETRA Technologies,Energy Equipment &amp; Services,365.59M
TTM,Tata Motors,Automobiles,24.98B
TTMI,TTM Technologies,"Electronic Equipment, Instruments &amp; C...",1.49B
TTNP,Titan Pharmaceuticals,Pharmaceuticals,9.22M
TTOO,T2 Biosystems,Biotechnology,65.19M
TTSH,Tile Shop Holdings,Specialty Retail,325.33M
TTWO,Take-Two Interactive Software,Entertainment,19.02B
TU,TELUS,Diversified Telecommunication Services,31.75B
TUEM,Tuesday Morning,Discount Stores,154.38M
